time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2022-08-30 19:59:05,33.0316083539573,-117.169629338135,0,Available with any HD 360 subscription,Available with any HD 360 subscription,193.68980803534,0.328084,0,0,0,13,5,0,193.68980803534,0,0,0,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
100,2022-08-30 19:59:05,33.0316083708451,-117.169629368167,0,,,193.68980803534,0.328084,0,0.0110611224012,0.0110611224012,13,5,0,193.68980803534,0,0,0.0110611224012,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
200,2022-08-30 19:59:06,33.031608338209,-117.169629463631,0,,,193.68980803534,0.328084,0,0.038814305704,0.042596129972,13,5,0,193.68980803534,0,0,0.038814305704,0,0,0,171.8, 4, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
300,2022-08-30 19:59:06,33.0316083516517,-117.169629500314,0,,,193.68980803534,0.328084,0,0.049614174816,0.054841865272,13,5,0,193.68980803534,0,0,0.049614174816,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
400,2022-08-30 19:59:06,33.0316083240632,-117.169629423306,0,,,193.68980803534,0.328084,0,0.0282429799064,0.080457351656,13,5,0,193.68980803534,0,0,0.049614174816,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
500,2022-08-30 19:59:06,33.0316083343232,-117.169629450096,0,,,193.68980803534,0.328084,0,0.034987862012,0.089466538296,13,5,0,193.68980803534,0,0,0.049614174816,0,0,0,171.8, 4, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
600,2022-08-30 19:59:06,33.0316083124629,-117.169629548947,0,,,193.68980803534,0.328084,0,0.066236222592,0.120736880504,13,5,0,193.68980803534,0,0,0.066236222592,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 63. Setting new Maximum Flight Altitude to 120m (394 ft)"
700,2022-08-30 19:59:06,33.0316083202707,-117.169629582108,0,,,193.68980803534,0.328084,0,0.075631236016,0.131272641996,13,5,0,193.68980803534,0,0,0.075631236016,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
800,2022-08-30 19:59:06,33.0316083038637,-117.169629510675,0,,,193.68980803534,0.328084,0,0.05585137974,0.153927826448,13,5,0,193.68980803534,0,0,0.075631236016,0,0,0,171.8, 4, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,0,107.78,193.68980803534,0,41,Motors_Started,
900,2022-08-30 19:59:06,33.0316083094558,-117.169629534921,0,,,193.68980803534,0.328084,0,0.0623441621,0.161619755828,13,5,12.755,193.68980803534,0,0,0.075631236016,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1000,2022-08-30 19:59:06,33.031608135307,-117.169629478591,0,,,193.68980803534,0.328084,0,0.090607614448,0.227452763184,13,5,12.755,193.68980803534,0,0,0.090607614448,0,0,0,171.9, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1100,2022-08-30 19:59:06,33.0316081242342,-117.16962949481,0,,,193.68980803534,0.328084,0,0.096547903352,0.233850401184,13,5,12.755,193.68980803534,0,0,0.096547903352,0,0,0,171.8, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1200,2022-08-30 19:59:07,33.0316082975755,-117.169629615295,0,,,193.68980803534,0.328084,0,0.087237207516,0.307048238172,13,5,12.755,193.68980803534,0,0,0.096547903352,0,0,0,172.2, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1300,2022-08-30 19:59:07,33.0316083029152,-117.16962963937,0,,,193.68980803534,0.328084,0,0.0940042681,0.314665692484,13,5,12.755,193.68980803534,0,0,0.096547903352,0,0,0,172.2, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1400,2022-08-30 19:59:07,33.031608294592,-117.169629579737,0,,,193.68980803534,0.328084,0,0.0770095169,0.33315617864,13,5,12.755,193.68980803534,0,0,0.096547903352,0,0,0,172.2, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,41,Motors_Started,
1500,2022-08-30 19:59:07,33.0316082993609,-117.169629594618,0,,,193.68980803534,0.328084,0,0.080941931724,0.33803150688,13,5,12.755,193.68980803534,0,0,0.096547903352,0,0,0,172.2, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,11,AutoTakeoff,
1600,2022-08-30 19:59:07,33.031608133102,-117.169629544814,0,,,193.68980803534,0.328084,0,0.102418638448,0.4005741598,13,5,12.755,193.68980803534,0,0,0.102418638448,0,0,0,172.2, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,11,AutoTakeoff,
1700,2022-08-30 19:59:07,33.031608121834,-117.169629552484,0,,,193.68980803534,0.328084,0,0.107103349884,0.40530841192,13,5,12.755,193.68980803534,0,0,0.107103349884,0,0,0,172.3, 3.9, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,11,AutoTakeoff,
1800,2022-08-30 19:59:07,33.0316081380023,-117.169629679954,0,,,193.68980803534,0.328084,0,0.130919295528,0.44474082788,13,5,12.755,193.68980803534,0,0,0.130919295528,0,0,0,172.2, 3.8, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.244,4.237,4.241,0,0,0,1.786,107.78,193.68980803534,0,11,AutoTakeoff,
1900,2022-08-30 19:59:07,33.0316081276869,-117.169629696655,0,,,193.68980803534,0.328084,0,0.13726378392,0.45108597244,13,5,12.721,193.68980803534,0,0,0.13726378392,0,0,0,172.4, 3.5, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,193.68980803534,0,11,AutoTakeoff,
2000,2022-08-30 19:59:07,33.0316081470689,-117.16962964203,0,,,193.68980803534,0.328084,0,0.119742785984,0.46922901764,13,5,12.721,193.68980803534,0,0,0.13726378392,0,0,0,172.5, 0.3, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,193.68980803534,0,11,AutoTakeoff,
2100,2022-08-30 19:59:07,33.0316081431669,-117.169629622051,0,,,193.68980803534,0.328084,0,0.116001972216,0.47550526456,13,5,12.721,193.68980803534,0,0,0.13726378392,0,0,-0.223694,172.7, -2.7, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,193.68980803534,0,11,AutoTakeoff,
2200,2022-08-30 19:59:08,33.0316081365135,-117.169629528752,0,,,193.68980803534,0.328084,0,0.098455383728,0.50414699776,13,5,12.721,193.68980803534,0,0,0.13726378392,0,0,-0.671082,172.7, -1.6, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,169.1,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,193.68980803534,0,11,AutoTakeoff,
2300,2022-08-30 19:59:08,33.0316080723076,-117.169629444505,0,,,193.68980803534,0.328084,0,0.107787733108,0.53896983352,13,5,12.721,193.68980803534,0,0,0.13726378392,0,0,-0.894776,172.8, -0.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,169.2,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,193.68980803534,0,11,AutoTakeoff,
2400,2022-08-30 19:59:08,33.0316080237702,-117.1696293379,0.328084,,,194.01789203534,0.328084,0,0.120468507792,0.57607613392,13,5,12.721,194.01789203534,0.328084,0,0.13726378392,0,0,-1.11847,172.9, 0.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,169.2,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,194.01789203534,0.328084,11,AutoTakeoff,
2500,2022-08-30 19:59:08,33.0316079582582,-117.169629250457,0.328084,,,194.01789203534,0.328084,0,0.14684055588,0.61194883848,13,5,12.721,194.01789203534,0.328084,0,0.14684055588,0,0,-1.11847,172.9, 0.9, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,169.2,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,194.01789203534,0.328084,11,AutoTakeoff,
2600,2022-08-30 19:59:08,33.031607951301,-117.169629271775,0.656168,,,194.34597603534,0.656168,0,0.148304466688,0.6189468702,12,5,12.721,194.34597603534,0.656168,0,0.148304466688,0,0,-1.11847,172.9, 0.5, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,169.2,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,194.34597603534,0.656168,11,AutoTakeoff,
2700,2022-08-30 19:59:08,33.0316079040865,-117.169629192565,0.656168,,,194.34597603534,0.984252,0,0.170067590744,0.64867456144,12,5,12.721,194.34597603534,0.656168,0,0.170067590744,0,0,-1.11847,172.8, 0.4, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,194.34597603534,0.656168,11,AutoTakeoff,
2800,2022-08-30 19:59:08,33.0316080348351,-117.169629039909,0.984252,,,194.67406003534,0.984252,0,0.147910765888,0.71542653208,12,5,12.721,194.67406003534,0.984252,0,0.170067590744,0,0,-1.11847,172.8, 0.6, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.264,4.256,4.253,0,0,0,3.762,107.78,194.67406003534,0.984252,11,AutoTakeoff,
2900,2022-08-30 19:59:08,33.0316080042305,-117.16962897333,0.984252,,,194.67406003534,1.312336,0,0.169506895188,0.73865159844,12,5,12.615,194.67406003534,0.984252,0,0.170067590744,0,0,-1.11847,172.8, 0.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,194.67406003534,0.984252,11,AutoTakeoff,
3000,2022-08-30 19:59:08,33.0316079691094,-117.169629026448,1.312336,,,195.00214403534,1.312336,0,0.169719821704,0.75934385632,13,5,12.615,195.00214403534,1.312336,0,0.170067590744,0,0,-1.11847,172.9, 1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.00214403534,1.312336,11,AutoTakeoff,
3100,2022-08-30 19:59:08,33.0316079536895,-117.169628984531,1.312336,,,195.00214403534,1.64042,0,0.181729336524,0.77334648144,13,5,12.615,195.00214403534,1.312336,0,0.181729336524,0,0,-1.11847,173, 0.9, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.00214403534,1.312336,11,AutoTakeoff,"Home Point updated. RTH altitude adjusted to 328 ft (Code: 120852)"
3200,2022-08-30 19:59:09,33.0316077339673,-117.169629349632,1.64042,,,195.33022803534,1.64042,0,0.2262303222,0.91081695828,13,5,12.615,195.33022803534,1.64042,0,0.2262303222,0,0,-1.11847,173, 0.8, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,169.3,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.33022803534,1.64042,11,AutoTakeoff,
3300,2022-08-30 19:59:09,33.0316077244309,-117.169629350111,1.64042,,,195.33022803534,1.64042,0,0.229711621524,0.91430121036,13,5,12.615,195.33022803534,1.64042,0,0.229711621524,0,0,-1.11847,173, 0.5, 0.7,0,0,1024,1024,1024,1024,0,0,0,0,169.4,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.33022803534,1.64042,11,AutoTakeoff,
3400,2022-08-30 19:59:09,33.0316080304721,-117.169629268917,1.968504,,,195.65831203534,1.968504,0,0.119907484152,1.02868769696,14,5,12.615,195.65831203534,1.968504,0,0.229711621524,0,0,-1.11847,173, 0.3, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,169.4,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.65831203534,1.968504,11,AutoTakeoff,
3500,2022-08-30 19:59:09,33.0316080635701,-117.169629265434,1.968504,,,195.65831203534,1.968504,0,0.10825623706,1.04081040076,14,5,12.615,195.65831203534,1.968504,0,0.229711621524,0,0,-0.894776,173.1, 0.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,169.4,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.65831203534,1.968504,11,AutoTakeoff,
3600,2022-08-30 19:59:09,33.0316079634946,-117.169629156028,2.296588,,,195.98639603534,2.296588,0,0.152962931404,1.0903379614,14,5,12.615,195.98639603534,2.296588,0,0.229711621524,0,0,-0.894776,173.1, 0, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,169.4,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.98639603534,2.296588,11,AutoTakeoff,
3700,2022-08-30 19:59:09,33.0316079904275,-117.169629177073,2.296588,,,195.98639603534,2.296588,0,0.141487537336,1.10208664944,14,5,12.615,195.98639603534,2.296588,0,0.229711621524,0,0,-0.894776,173.2, 0, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,169.4,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,195.98639603534,2.296588,11,AutoTakeoff,
3800,2022-08-30 19:59:09,33.0316081589714,-117.169629577739,2.624672,,,196.31448003534,2.624672,0,0.10213911088,1.23920279556,14,5,12.615,196.31448003534,2.624672,0,0.229711621524,0,0,-0.894776,173.1, 0, 1.1,0,0,1024,1024,1052,1024,0,0,4,0,169.5,0,94,4.207,4.193,4.202,0,0,0,4.265,107.78,196.31448003534,2.624672,11,AutoTakeoff,
3900,2022-08-30 19:59:09,33.0316082077612,-117.169629637718,2.624672,,,196.31448003534,2.624672,0,0.106029859036,1.26476710084,14,5,12.597,196.31448003534,2.624672,0,0.229711621524,0,0,-0.894776,173.1, -0.1, 1.3,0,0,1024,1024,1100,1024,0,0,12,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,196.31448003534,2.624672,11,AutoTakeoff,
4000,2022-08-30 19:59:09,33.0316079947384,-117.169629306517,2.952756,,,196.64256403534,2.952756,0,0.131416998956,1.39245083196,14,5,12.597,196.64256403534,2.952756,0,0.229711621524,0,0,-0.894776,173, -0.2, 1.7,0,0,1024,1024,1116,1024,0,0,14,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,196.64256403534,2.952756,11,AutoTakeoff,
4100,2022-08-30 19:59:09,33.0316080272807,-117.169629336556,2.952756,,,196.64256403534,2.952756,0,0.119188652108,1.4074639558,13,5,12.597,196.64256403534,2.952756,0,0.229711621524,0,0,-0.894776,173, -0.1, 2,0,0,1024,1024,1128,1024,0,0,16,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,196.64256403534,2.952756,11,AutoTakeoff,
4200,2022-08-30 19:59:10,33.0316080025005,-117.169629310358,3.28084,,,196.97064803534,3.28084,0,0.128509846632,1.41954728952,13,5,12.597,196.97064803534,3.28084,0,0.229711621524,0,0,-1.11847,172.9, -0.1, 1.6,0,0,1024,1024,1152,1024,0,0,19,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,196.97064803534,3.28084,11,AutoTakeoff,
4300,2022-08-30 19:59:10,33.031608047295,-117.169629366019,3.28084,,,196.97064803534,3.28084,0,0.112210305428,1.44314637164,13,5,12.597,196.97064803534,3.28084,0,0.229711621524,0,0,-1.11847,172.7, 0.1, 1.3,0,0,1024,1024,1152,1024,0,0,19,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,196.97064803534,3.28084,11,AutoTakeoff,
4400,2022-08-30 19:59:10,33.0316081981492,-117.169629522019,3.608924,,,197.29873203534,3.608924,0,0.079969818832,1.51599086216,13,5,12.597,197.29873203534,3.608924,0,0.229711621524,0,0,-1.11847,172.6, -0.3, 1.2,0,0,1024,1024,1171,1024,0,0,22,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,197.29873203534,3.608924,6,P-GPS,
4500,2022-08-30 19:59:10,33.0316082800546,-117.169629611887,3.937008,,,197.62681603534,3.937008,0,0.087968834836,1.556594538,13,5,12.597,197.62681603534,3.937008,0,0.229711621524,0,0,-0.894776,172.8, -1.2, 1.1,0,0,1024,1024,1227,1024,0,0,31,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,197.62681603534,3.937008,6,P-GPS,
4600,2022-08-30 19:59:10,33.0316082483733,-117.169629431723,3.937008,,,197.62681603534,3.937008,0,0.047994096024,1.61290031408,13,5,12.597,197.62681603534,3.937008,0,0.229711621524,0,0,-0.671082,173, -2.2, 0.8,0,0,1024,1024,1387,1024,0,0,55,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,197.62681603534,3.937008,6,P-GPS,
4700,2022-08-30 19:59:10,33.0316083072356,-117.169629504763,3.937008,,,197.62681603534,3.937008,0,0.053743111956,1.64389112872,14,5,12.597,197.62681603534,3.937008,0,0.229711621524,0,0,-0.671082,173, -2.1, 0.4,0,0,1024,1024,1456,1024,0,0,65,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,197.62681603534,3.937008,6,P-GPS,
4800,2022-08-30 19:59:10,33.0316080314665,-117.169629430751,4.265092,,,197.95490003534,4.265092,0,0.121022969752,1.74702105328,14,5,12.597,197.95490003534,4.265092,0,0.229711621524,0,0,-0.894776,173, -1.7, 0.2,0,0,1024,1024,1509,1024,0,0,73,0,169.5,0,94,4.203,4.19,4.198,0,0,0,6.276,107.78,197.95490003534,4.265092,6,P-GPS,
4900,2022-08-30 19:59:10,33.0316080266431,-117.169629469195,4.265092,,,197.95490003534,4.265092,0,0.12596949222,1.75891081744,14,5,12.579,197.95490003534,4.265092,0,0.229711621524,0,0,-1.565858,172.9, -2, 0.1,0,0,1024,1024,1534,1024,0,0,77,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,197.95490003534,4.265092,6,P-GPS,
5000,2022-08-30 19:59:10,33.0316081744219,-117.169629461899,4.593176,,,198.28298403534,4.593176,0,0.075655842316,1.81287407376,13,5,12.579,198.28298403534,4.593176,0,0.229711621524,0,0,-2.460634,172.8, -2.2, -0.8,0,0,1024,1024,1559,1024,0,0,81,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,198.28298403534,4.593176,6,P-GPS,
5100,2022-08-30 19:59:10,33.0316081312945,-117.16962943546,4.92126,,,198.61106803534,5.249344,0,0.086521328228,1.83056436304,13,5,12.579,198.61106803534,4.92126,0,0.229711621524,0,0,-3.35541,172.6, -1.3, -0.2,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,198.61106803534,4.92126,6,P-GPS,
5200,2022-08-30 19:59:11,33.0316082542363,-117.169629348432,5.577428,,,199.26723603534,5.905512,0,0.036519358124,1.8827264382,12,5,12.579,199.26723603534,5.577428,0,0.229711621524,0,0,-4.250186,172.7, -0.3, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,199.26723603534,5.577428,6,P-GPS,
5300,2022-08-30 19:59:11,33.0316082001749,-117.169629271574,6.233596,,,199.92340403534,6.56168,0,0.059687009784,1.91341213472,12,5,12.579,199.92340403534,6.233596,0,0.229711621524,0,0,-5.368656,173, 0.1, 1.6,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,199.92340403534,6.233596,6,P-GPS,
5400,2022-08-30 19:59:11,33.0316081008595,-117.169628969266,7.217848,,,200.90765603534,7.217848,0,0.145799873432,2.0127297232,12,5,12.579,200.90765603534,7.217848,0,0.229711621524,0,0,-6.487126,173.3, 0, 1.4,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,200.90765603534,7.217848,6,P-GPS,
5500,2022-08-30 19:59:11,33.0316080667075,-117.169628921119,8.2021,,,201.89190803534,8.530184,0,0.16508858796,2.03201778156,14,5,12.579,201.89190803534,8.2021,0,0.229711621524,0,0,-7.381902,173.6, -0.5, 1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,201.89190803534,8.2021,6,P-GPS,
5600,2022-08-30 19:59:11,33.0316078288453,-117.169628584524,9.514436,,,203.20424403534,9.514436,0,0.299736558148,2.16667329768,14,5,12.579,203.20424403534,9.514436,0,0.299736558148,0,0,-8.276678,173.5, -0.2, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,203.20424403534,9.514436,6,P-GPS,
5700,2022-08-30 19:59:11,33.0316077826563,-117.169628519885,10.498688,,,204.18849603534,10.498688,0,0.325713921184,2.1926509888,14,5,12.579,204.18849603534,10.498688,0,0.325713921184,0,0,-8.724066,173.4, 0, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,204.18849603534,10.498688,6,P-GPS,
5800,2022-08-30 19:59:11,33.0316079713497,-117.169629296597,11.811024,,,205.50083203534,11.811024,0,0.140171264328,2.44000663976,14,5,12.579,205.50083203534,11.811024,0,0.325713921184,0,0,-8.94776,173.6, -0.1, 1.2,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,205.50083203534,11.811024,6,P-GPS,
5900,2022-08-30 19:59:11,33.0316079555778,-117.16962931673,13.12336,,,206.81316803534,13.12336,0,0.145496067648,2.44843511772,14,5,12.579,206.81316803534,13.12336,0,0.325713921184,0,0,-8.94776,173.8, 0.3, 1.3,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.204,4.187,4.195,0,0,0,6.304,107.96,206.81316803534,13.12336,6,P-GPS,
6000,2022-08-30 19:59:11,33.0316082252881,-117.169630024628,14.435696,,,208.12550403534,14.107612,0,0.21516732972,2.68627633268,14,5,12.425,208.12550403534,14.435696,0,0.325713921184,0,0,-8.94776,173.8, 0.2, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,208.12550403534,14.435696,6,P-GPS,
6100,2022-08-30 19:59:11,33.0316082677205,-117.169630135465,16.076116,,,209.76592403534,15.419948,0,0.245907488184,2.72354667508,14,5,12.425,209.76592403534,16.076116,0,0.325713921184,0,0,-8.94776,173.7, -0.2, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,209.76592403534,16.076116,6,P-GPS,
6200,2022-08-30 19:59:12,33.0316083417185,-117.169630226392,17.388452,,,211.07826003534,16.4042,0,0.271735901084,2.76230651884,14,5,12.425,211.07826003534,17.388452,0,0.325713921184,0,0,-8.94776,173.5, -0.8, 0,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,211.07826003534,17.388452,6,P-GPS,
6300,2022-08-30 19:59:12,33.0316084151393,-117.169630345426,18.700788,,,212.39059603534,17.716536,0,0.308916676552,2.80750993236,14,5,12.425,212.39059603534,18.700788,0,0.325713921184,0,0,-8.94776,173.3, -1.2, 0,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,212.39059603534,18.700788,6,P-GPS,
6400,2022-08-30 19:59:12,33.0316086210868,-117.169630366935,20.013124,,,213.70293203534,18.700788,0,0.32943570608,2.88293644396,14,5,12.425,213.70293203534,20.013124,0,0.32943570608,0,0,-8.94776,173.1, -1.5, -0.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,213.70293203534,20.013124,6,P-GPS,
6500,2022-08-30 19:59:12,33.0316087170666,-117.169630438406,21.32546,,,215.01526803534,20.013124,0,0.36168636328,2.92421925368,14,5,12.425,215.01526803534,21.32546,0,0.36168636328,0,0,-8.724066,173, -1.7, 0.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,215.01526803534,21.32546,6,P-GPS,
6600,2022-08-30 19:59:12,33.0316087868077,-117.169630622566,22.637796,,,216.32760403534,20.997376,0,0.42343177208,2.98603027928,14,5,12.425,216.32760403534,22.637796,0,0.42343177208,0,0,-8.724066,173.1, -1.9, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,216.32760403534,22.637796,6,P-GPS,
6700,2022-08-30 19:59:12,33.031608874255,-117.169630663427,23.950132,,,217.63994003534,21.981628,0,0.44762468624,3.02029537224,14,5,12.425,217.63994003534,23.950132,0,0.44762468624,0,0,-8.724066,173.3, -1.4, 1.6,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,217.63994003534,23.950132,6,P-GPS,
6800,2022-08-30 19:59:12,33.0316085322436,-117.169630166994,25.262468,,,218.95227603534,23.293964,0,0.261741806276,3.21683737328,14,5,12.425,218.95227603534,25.262468,0,0.44762468624,0,0,-8.724066,173.5, -1.5, 1.9,0,0,1024,1024,1684,1024,0,0,100,0,169.5,0,94,4.148,4.133,4.149,0,0,0,8.639,107.96,218.95227603534,25.262468,6,P-GPS,
