time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
65700,2022-08-30 20:00:11,33.0296657586435,-117.169814120251,392.06038,,,585.75018803534,30.183728,24.2260602,711.00395976,730.94162444,15,5,12.334,587.06252403534,393.372716,24.8971422,711.00395976,-24.158952,-1.789552,0,183.7, -13.7, 7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.12,4.105,4.113,0,0,0,7.581,109.94,585.75018803534,392.06038,6,P-GPS,
65800,2022-08-30 20:00:11,33.0296558636255,-117.169814909195,392.06038,,,585.75018803534,30.183728,24.2260602,714.62272628,734.56039096,15,5,12.334,587.06252403534,393.372716,24.8971422,714.62272628,-24.158952,-1.789552,0,183.7, -12.5, 7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.12,4.105,4.113,0,0,0,7.581,109.94,585.75018803534,392.06038,6,P-GPS,
65900,2022-08-30 20:00:11,33.0296460065762,-117.169815802328,392.06038,,,585.75018803534,30.183728,24.2260602,718.22836944,738.16603412,15,5,12.334,587.06252403534,393.372716,24.8971422,718.22836944,-24.158952,-1.789552,-0.223694,183.8, -12.7, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.12,4.105,4.113,0,0,0,7.581,109.94,585.75018803534,392.06038,6,P-GPS,
66000,2022-08-30 20:00:11,33.0296359473472,-117.169816714223,392.06038,,,585.75018803534,30.183728,24.2260602,721.90947192,741.8471366,15,5,12.33,587.06252403534,393.372716,24.8971422,721.90947192,-24.158952,-1.789552,-0.223694,183.8, -13.3, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66100,2022-08-30 20:00:11,33.0296261067464,-117.169817605843,392.06038,,,585.75018803534,30.183728,24.2260602,725.51183424,745.44621808,15,5,12.33,587.06252403534,393.372716,24.8971422,725.51183424,-24.158952,-1.789552,0,183.7, -13.5, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66200,2022-08-30 20:00:12,33.0296162357158,-117.169818488196,392.06038,,,585.75018803534,30.183728,24.2260602,729.12075824,749.05842292,15,5,12.33,587.06252403534,393.372716,24.8971422,729.12075824,-24.158952,-1.789552,0,183.6, -13.7, 7.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66300,2022-08-30 20:00:12,33.0296064062177,-117.169819379407,392.06038,,,585.75018803534,30.183728,24.2260602,732.71983972,752.65422356,15,5,12.33,587.06252403534,393.372716,24.8971422,732.71983972,-24.158952,-1.789552,0,183.8, -13.8, 7.1,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66400,2022-08-30 20:00:12,33.0295964937917,-117.169820281083,392.06038,,,585.75018803534,30.183728,24.2260602,736.34516792,756.2828326,15,5,12.33,587.06252403534,393.372716,24.8971422,736.34516792,-24.158952,-1.789552,0,183.6, -13.7, 7.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66500,2022-08-30 20:00:12,33.0295866618264,-117.16982116599,392.06038,,,585.75018803534,30.183728,24.2260602,739.9442494,759.87863324,15,5,12.33,587.06252403534,393.372716,24.8971422,739.9442494,-24.158952,-1.789552,0,183.7, -13.9, 7.5,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66600,2022-08-30 20:00:12,33.0295768361663,-117.169822073848,392.06038,,,585.75018803534,30.183728,24.2260602,743.54005004,763.47443388,15,5,12.33,587.06252403534,393.372716,24.8971422,743.54005004,-24.158952,-1.789552,0,183.6, -13.5, 7.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66700,2022-08-30 20:00:12,33.0295670179081,-117.169822947045,392.06038,,,585.75018803534,30.183728,24.0023662,747.13256984,767.06695368,15,5,12.33,587.06252403534,393.372716,24.8971422,747.13256984,-23.935258,-1.789552,0,183.6, -13.5, 7.2,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.75018803534,392.06038,6,P-GPS,
66800,2022-08-30 20:00:12,33.0295571685348,-117.169823667433,391.732296,,,585.42210403534,30.183728,24.0023662,750.73165132,770.669316,15,5,12.33,587.06252403534,393.372716,24.8971422,750.73165132,-23.935258,-1.565858,0,183.5, -13.7, 7.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.42210403534,391.732296,6,P-GPS,
66900,2022-08-30 20:00:12,33.0295473591861,-117.169824497425,391.732296,,,585.42210403534,30.183728,23.9799968,754.31760944,774.25527412,15,5,12.33,587.06252403534,393.372716,24.8971422,754.31760944,-23.935258,-1.565858,-0.223694,183.5, -13.8, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.119,4.102,4.109,0,0,0,7.639,109.94,585.42210403534,391.732296,6,P-GPS,
67000,2022-08-30 20:00:12,33.0295374948721,-117.16982538736,392.06038,,,585.75018803534,30.183728,24.2036908,757.92653344,777.86419812,15,5,12.326,587.06252403534,393.372716,24.8971422,757.92653344,-24.158952,-1.565858,-0.223694,183.5, -13.9, 8.1,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67100,2022-08-30 20:00:12,33.0295276767509,-117.169826210036,391.732296,,,585.42210403534,30.183728,24.2036908,761.51905324,781.45671792,15,5,12.326,587.06252403534,393.372716,24.8971422,761.51905324,-24.158952,-1.565858,-0.223694,183.5, -13.9, 8.2,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.42210403534,391.732296,6,P-GPS,
67200,2022-08-30 20:00:13,33.0295176117649,-117.169827164102,392.06038,,,585.75018803534,30.183728,24.2036908,765.20343656,785.14110124,15,5,12.326,587.06252403534,393.372716,24.8971422,765.20343656,-24.158952,-1.565858,-0.223694,183.5, -13.7, 8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67300,2022-08-30 20:00:13,33.0295077663666,-117.169828014225,392.06038,,,585.75018803534,30.183728,24.2036908,768.80251804,788.74018272,15,5,12.326,587.06252403534,393.372716,24.8971422,768.80251804,-24.158952,-1.565858,-0.223694,183.5, -13.8, 7.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67400,2022-08-30 20:00:13,33.0294978714857,-117.169828720001,392.06038,,,585.75018803534,30.183728,24.2036908,772.42128456,792.35894924,15,5,12.326,587.06252403534,393.372716,24.8971422,772.42128456,-24.158952,-1.565858,-0.223694,183.6, -13.7, 8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67500,2022-08-30 20:00:13,33.029488017452,-117.169829549156,392.06038,,,585.75018803534,30.183728,24.2036908,776.02364688,795.96131156,15,5,12.326,587.06252403534,393.372716,24.8971422,776.02364688,-24.158952,-1.565858,-0.223694,183.5, -13.7, 8.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67600,2022-08-30 20:00:13,33.0294779952321,-117.169830463778,391.732296,,,585.42210403534,30.183728,24.2036908,779.691626,799.62929068,15,5,12.326,587.06252403534,393.372716,24.8971422,779.691626,-24.158952,-1.565858,-0.223694,183.6, -13.7, 8.6,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.42210403534,391.732296,6,P-GPS,
67700,2022-08-30 20:00:13,33.0294681461329,-117.169831324161,392.06038,,,585.75018803534,30.183728,24.2260602,783.29398832,803.231653,15,5,12.326,587.06252403534,393.372716,24.8971422,783.29398832,-24.158952,-1.789552,-0.223694,183.6, -13.8, 8.1,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.75018803534,392.06038,6,P-GPS,
67800,2022-08-30 20:00:13,33.029458344049,-117.169832227134,391.732296,,,585.42210403534,30.183728,24.2260602,786.87994644,806.82089196,15,5,12.326,587.06252403534,393.372716,24.8971422,786.87994644,-24.158952,-1.789552,0,183.6, -13.8, 7.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.42210403534,391.732296,6,P-GPS,
67900,2022-08-30 20:00:13,33.0294484979654,-117.16983311059,391.732296,,,585.42210403534,30.183728,24.2260602,790.48230876,810.42325428,15,5,12.326,587.06252403534,393.372716,24.8971422,790.48230876,-24.158952,-1.789552,0,183.6, -13.9, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.118,4.099,4.106,0,0,0,7.653,109.94,585.42210403534,391.732296,6,P-GPS,
68000,2022-08-30 20:00:13,33.0294385265989,-117.16983401855,391.732296,,,585.42210403534,30.183728,24.2260602,794.13060284,814.07154836,15,5,12.334,587.06252403534,393.372716,24.8971422,794.13060284,-24.158952,-1.789552,-0.223694,183.6, -13.8, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68100,2022-08-30 20:00:13,33.0294286632443,-117.169834906768,391.732296,,,585.42210403534,30.183728,24.2260602,797.73952684,817.68047236,15,5,12.334,587.06252403534,393.372716,24.8971422,797.73952684,-24.158952,-1.789552,-0.223694,183.6, -13.9, 7.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68200,2022-08-30 20:00:14,33.0294186558281,-117.169835743546,391.732296,,,585.42210403534,30.183728,24.2260602,801.40094428,821.33860896,15,5,12.334,587.06252403534,393.372716,24.8971422,801.40094428,-24.158952,-1.789552,-0.223694,183.7, -13.8, 7.6,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68300,2022-08-30 20:00:14,33.0294087762991,-117.169836634972,391.732296,,,585.42210403534,30.183728,24.2260602,805.01642996,824.95409464,15,5,12.334,587.06252403534,393.372716,24.8971422,805.01642996,-24.158952,-1.789552,-0.223694,183.7, -13.7, 7.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68400,2022-08-30 20:00:14,33.0293989647574,-117.169837600442,391.732296,,,585.42210403534,30.183728,24.2260602,808.60894976,828.54661444,15,5,12.334,587.06252403534,393.372716,24.8971422,808.60894976,-24.158952,-1.789552,-0.223694,183.7, -13.7, 7.6,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68500,2022-08-30 20:00:14,33.0293890992097,-117.169838519111,391.732296,,,585.42210403534,30.183728,24.2260602,812.21787376,832.15553844,15,5,12.334,587.06252403534,393.372716,24.8971422,812.21787376,-24.158952,-1.789552,-0.223694,183.7, -13.7, 7.2,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68600,2022-08-30 20:00:14,33.0293791490891,-117.169839316854,391.732296,,,585.42210403534,30.183728,24.2260602,815.85632532,835.79399,15,5,12.334,587.06252403534,393.372716,24.8971422,815.85632532,-24.158952,-1.789552,-0.223694,183.7, -13.5, 7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68700,2022-08-30 20:00:14,33.0293692805258,-117.169840234256,391.732296,,,585.42210403534,30.183728,24.2260602,819.46853016,839.40619484,15,5,12.334,587.06252403534,393.372716,24.8971422,819.46853016,-24.158952,-1.789552,-0.223694,183.7, -13.6, 6.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68800,2022-08-30 20:00:14,33.0293593486358,-117.169841344196,391.732296,,,585.42210403534,30.183728,24.2260602,823.10698172,843.04792724,15,5,12.334,587.06252403534,393.372716,24.8971422,823.10698172,-24.158952,-1.789552,-0.223694,183.7, -13.8, 6.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
68900,2022-08-30 20:00:14,33.0293494777423,-117.169842269058,391.732296,,,585.42210403534,30.183728,24.2260602,826.71918656,846.66013208,15,5,12.334,587.06252403534,393.372716,24.8971422,826.71918656,-24.158952,-1.789552,-0.223694,183.7, -13.6, 6.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.122,4.103,4.109,0,0,0,7.742,109.94,585.42210403534,391.732296,6,P-GPS,
69000,2022-08-30 20:00:14,33.0293395363943,-117.169843109126,391.732296,,,585.42210403534,30.183728,24.2260602,830.35435728,850.2953028,15,5,12.322,587.06252403534,393.372716,24.8971422,830.35435728,-24.158952,-1.789552,-0.223694,183.7, -13.7, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69100,2022-08-30 20:00:14,33.0293296624852,-117.16984401727,391.732296,,,585.42210403534,30.183728,24.2260602,833.96984296,853.90750764,15,5,12.322,587.06252403534,393.372716,24.8971422,833.96984296,-24.158952,-1.789552,-0.223694,183.5, -13.9, 7.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69200,2022-08-30 20:00:15,33.0293195842033,-117.169844830586,391.732296,,,585.42210403534,30.183728,24.2260602,837.65422628,857.5951718,15,5,12.322,587.06252403534,393.372716,24.8971422,837.65422628,-24.158952,-1.789552,0,183.5, -14.4, 7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69300,2022-08-30 20:00:15,33.0293097176961,-117.169845718436,391.732296,,,585.42210403534,30.183728,24.2260602,841.26315028,861.2040958,15,5,12.322,587.06252403534,393.372716,24.8971422,841.26315028,-24.158952,-1.789552,0,183.6, -14.1, 6.5,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69400,2022-08-30 20:00:15,33.0292998362481,-117.169846715318,391.732296,,,585.42210403534,30.183728,24.2036908,844.8819168,864.82286232,15,5,12.322,587.06252403534,393.372716,24.8971422,844.8819168,-24.158952,-1.565858,-0.223694,183.6, -14, 7.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69500,2022-08-30 20:00:15,33.029289975635,-117.169847572492,391.732296,,,585.42210403534,30.183728,24.2036908,848.48755996,868.42850548,15,5,12.322,587.06252403534,393.372716,24.8971422,848.48755996,-24.158952,-1.565858,-0.223694,183.5, -14.4, 7.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.42210403534,391.732296,6,P-GPS,
69600,2022-08-30 20:00:15,33.0292799253156,-117.16984838826,392.06038,,,585.75018803534,30.183728,24.2036908,852.1653816,872.10304628,15,5,12.322,587.06252403534,393.372716,24.8971422,852.1653816,-24.158952,-1.565858,-0.223694,183.6, -14.4, 7.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.75018803534,392.06038,6,P-GPS,
69700,2022-08-30 20:00:15,33.0292700567523,-117.16984921862,392.06038,,,585.75018803534,30.183728,24.2036908,855.7743056,875.71525112,15,5,12.322,587.06252403534,393.372716,24.8971422,855.7743056,-24.158952,-1.565858,-0.223694,183.5, -14.5, 8.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.75018803534,392.06038,6,P-GPS,
69800,2022-08-30 20:00:15,33.0292603016838,-117.169850082743,392.06038,,,585.75018803534,30.183728,24.2036908,859.34385952,879.2815242,15,5,12.322,587.06252403534,393.372716,24.8971422,859.34385952,-24.158952,-1.565858,-0.223694,183.4, -14.8, 8.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.75018803534,392.06038,6,P-GPS,
69900,2022-08-30 20:00:15,33.02925044765,-117.169850921135,392.06038,,,585.75018803534,30.183728,24.2036908,862.94622184,882.88716736,15,5,12.322,587.06252403534,393.372716,24.8971422,862.94622184,-24.158952,-1.565858,-0.223694,183.4, -14.9, 8.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,90,4.115,4.096,4.104,0,0,0,7.73,109.94,585.75018803534,392.06038,6,P-GPS,
70000,2022-08-30 20:00:15,33.0292404771059,-117.169851740357,392.06038,,,585.75018803534,30.183728,24.2036908,866.59123508,886.5321806,15,5,12.291,587.06252403534,393.372716,24.8971422,866.59123508,-24.158952,-1.565858,-0.223694,183.4, -14.6, 8.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.75018803534,392.06038,6,P-GPS,
70100,2022-08-30 20:00:15,33.0292305849665,-117.16985257411,392.06038,,,585.75018803534,30.183728,24.2036908,870.2100016,890.15094712,15,5,12.291,587.06252403534,393.372716,24.8971422,870.2100016,-24.158952,-1.565858,-0.223694,183.4, -14.3, 8.6,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.75018803534,392.06038,6,P-GPS,
70200,2022-08-30 20:00:16,33.0292205763166,-117.169853453479,392.06038,,,585.75018803534,30.183728,24.2036908,873.87141904,893.81236456,15,5,12.291,587.06252403534,393.372716,24.8971422,873.87141904,-24.158952,-1.565858,0,183.4, -14.1, 8.5,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.75018803534,392.06038,6,P-GPS,
70300,2022-08-30 20:00:16,33.0292106592302,-117.169854278485,392.06038,,,585.75018803534,30.183728,24.2036908,877.50002808,897.4409736,15,5,12.291,587.06252403534,393.372716,24.8971422,877.50002808,-24.158952,-1.565858,-0.223694,183.5, -13.9, 8.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.75018803534,392.06038,6,P-GPS,
70400,2022-08-30 20:00:16,33.0292006667548,-117.169854975513,391.732296,,,585.42210403534,30.183728,24.2036908,881.151603,901.09254852,15,5,12.291,587.06252403534,393.372716,24.8971422,881.151603,-24.158952,-1.565858,0,183.4, -14.2, 8.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.42210403534,391.732296,6,P-GPS,
70500,2022-08-30 20:00:16,33.0291907474752,-117.169855788665,391.732296,,,585.42210403534,30.183728,24.4273848,884.7769312,904.72115756,15,5,12.291,587.06252403534,393.372716,24.8971422,884.7769312,-24.382646,-1.565858,0,183.4, -14.1, 8.7,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.42210403534,391.732296,6,P-GPS,
70600,2022-08-30 20:00:16,33.0291806979782,-117.169856676147,391.732296,,,585.42210403534,30.183728,24.4273848,888.45475284,908.39569836,15,5,12.291,587.06252403534,393.372716,24.8971422,888.45475284,-24.382646,-1.565858,0,183.4, -13.6, 8.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.42210403534,391.732296,6,P-GPS,
70700,2022-08-30 20:00:16,33.0291707504621,-117.169857501807,391.732296,,,585.42210403534,30.183728,24.4273848,892.0932044,912.03414992,15,5,12.291,587.06252403534,393.372716,24.8971422,892.0932044,-24.382646,-1.565858,-0.223694,183.6, -13.3, 8.1,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.42210403534,391.732296,6,P-GPS,
70800,2022-08-30 20:00:16,33.0291607379743,-117.169858423522,391.732296,,,585.42210403534,30.183728,24.4273848,895.75790268,915.6988482,15,5,12.291,587.06252403534,393.372716,24.8971422,895.75790268,-24.382646,-1.565858,-0.223694,183.6, -13.2, 8.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.42210403534,391.732296,6,P-GPS,
70900,2022-08-30 20:00:16,33.0291507756544,-117.169859261628,392.06038,,,585.75018803534,30.183728,24.4273848,899.39963508,919.3405806,15,5,12.291,587.06252403534,393.372716,24.8971422,899.39963508,-24.382646,-1.565858,-0.223694,183.5, -13.3, 9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.109,4.092,4.102,0,0,0,8.012,110.12,585.75018803534,392.06038,6,P-GPS,
71000,2022-08-30 20:00:16,33.0291407749547,-117.169860032352,392.06038,,,585.75018803534,30.183728,24.4273848,903.05449084,922.9987172,15,5,12.317,587.06252403534,393.372716,24.8971422,903.05449084,-24.382646,-1.565858,-0.223694,183.6, -12.9, 9.2,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.75018803534,392.06038,6,P-GPS,
71100,2022-08-30 20:00:16,33.0291308151021,-117.169860900133,392.06038,,,585.75018803534,30.183728,24.4497542,906.69950408,926.6404496,15,5,12.317,587.06252403534,393.372716,24.8971422,906.69950408,-24.382646,-1.789552,-0.447388,183.6, -13, 8.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.75018803534,392.06038,6,P-GPS,
71200,2022-08-30 20:00:17,33.02912072092,-117.169861849254,392.06038,,,585.75018803534,30.183728,24.4497542,910.39372992,930.33467544,15,5,12.317,587.06252403534,393.372716,24.8971422,910.39372992,-24.382646,-1.789552,-0.223694,183.6, -13.2, 8.3,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.75018803534,392.06038,6,P-GPS,
71300,2022-08-30 20:00:17,33.029110756407,-117.16986273273,391.732296,,,585.42210403534,30.183728,24.4497542,914.03874316,933.98296952,15,5,12.317,587.06252403534,393.372716,24.8971422,914.03874316,-24.382646,-1.789552,-0.223694,183.6, -13.4, 8.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71400,2022-08-30 20:00:17,33.0291007206171,-117.169863473698,391.732296,,,585.42210403534,30.183728,24.4497542,917.70672228,937.65094864,15,5,12.317,587.06252403534,393.372716,24.8971422,917.70672228,-24.382646,-1.789552,0,183.6, -13.1, 8.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71500,2022-08-30 20:00:17,33.0290907572007,-117.169864346609,391.732296,,,585.42210403534,30.183728,24.4497542,921.35173552,941.29596188,15,5,12.317,587.06252403534,393.372716,24.8971422,921.35173552,-24.382646,-1.789552,0,183.7, -12.9, 8.6,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71600,2022-08-30 20:00:17,33.0290805643274,-117.16986518167,391.732296,,,585.42210403534,30.183728,24.4497542,925.07876976,945.02299612,15,5,12.317,587.06252403534,393.372716,24.8971422,925.07876976,-24.382646,-1.789552,0,183.7, -12.8, 8.4,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71700,2022-08-30 20:00:17,33.0290705915902,-117.169866067782,391.732296,,,585.42210403534,30.183728,24.4497542,928.72706384,948.6712902,15,5,12.317,587.06252403534,393.372716,24.8971422,928.72706384,-24.382646,-1.789552,-0.223694,183.6, -13.1, 8.5,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71800,2022-08-30 20:00:17,33.0290605941802,-117.169867059392,391.732296,,,585.42210403534,30.183728,24.4497542,932.38848128,952.33270764,15,5,12.317,587.06252403534,393.372716,24.8971422,932.38848128,-24.382646,-1.789552,0,183.7, -11.9, 7.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
71900,2022-08-30 20:00:17,33.029050638988,-117.169867950818,391.732296,,,585.42210403534,30.183728,24.4497542,936.03021368,955.97444004,15,5,12.317,587.06252403534,393.372716,24.8971422,936.03021368,-24.382646,-1.789552,-0.223694,183.7, -11.8, 7.8,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.104,4.088,4.097,0,0,0,7.82,109.94,585.42210403534,391.732296,6,P-GPS,
72000,2022-08-30 20:00:17,33.0290404897033,-117.169868883548,391.732296,,,585.42210403534,30.183728,24.4497542,939.74412456,959.68835092,15,5,12.326,587.06252403534,393.372716,24.8971422,939.74412456,-24.382646,-1.565858,-0.223694,183.5, -12.7, 7.9,0,1,1684,1024,1024,1024,100,0,0,0,169.1,-90,89,4.114,4.1,4.107,0,0,0,7.722,110.12,585.42210403534,391.732296,6,P-GPS,
