time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2025-02-16 08:06:49,31.182122750451,121.471941871083,0,Available with any HD 360 subscription,Available with any HD 360 subscription,37.800766301488,0,0,0,0,32,5,0,37.800766301488,0,0,0,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,6,P-GPS,"SD卡为低速卡，可能影响功能正常使用，请更换SD卡 (Code: 10028). 未起飞，视觉系统及避障关闭 (Code: 180059). Remote ID 功能正常 (Code: 1B080003)"
100,2025-02-16 08:06:49,31.1821227498661,121.471941867937,0,,,37.800766301488,0,0,0.0010050525256,0.0010050525256,32,5,0,37.800766301488,0,0,0.0010050525256,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
200,2025-02-16 08:06:49,31.1821227496564,121.471941868799,0,,,37.800766301488,0.328084,0,0.00076949149444,0.00128504925372,32,5,0,37.800766301488,0,0,0.0010050525256,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
300,2025-02-16 08:06:49,31.1821227523154,121.471941866289,0,,,37.800766301488,0.328084,0,0.00164360569564,0.00253200795504,32,5,0,37.800766301488,0,0,0.00164360569564,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
400,2025-02-16 08:06:49,31.1821227527078,121.471941868395,0,,,37.800766301488,0.328084,0,0.00117545607436,0.00320478684796,32,5,0,37.800766301488,0,0,0.00164360569564,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
500,2025-02-16 08:06:50,31.1821227525831,121.471941870375,0,,,37.800766301488,0.328084,0,0.0008086614432,0.0038244095712,32,5,0,37.800766301488,0,0,0.00164360569564,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
600,2025-02-16 08:06:50,31.1821227528229,121.471941869102,0,,,37.800766301488,0.328084,0,0.00106357943036,0.004231299348,32,5,0,37.800766301488,0,0,0.00164360569564,0,0,0,235.4, -1.3, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
700,2025-02-16 08:06:50,31.1821227500553,121.471941865739,0,,,37.800766301488,0.328084,0,0.0016742290562,0.0056877954576,32,5,0,37.800766301488,0,0,0.0016742290562,0,0,0,235.3, -1.1, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 41. Setting new Maximum Flight Altitude to 120m (394 ft)"
800,2025-02-16 08:06:50,31.1821227526024,121.471941868751,0,,,37.800766301488,0.328084,0,0.00107059386628,0.0070095802768,32,5,0,37.800766301488,0,0,0.0016742290562,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,256,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
900,2025-02-16 08:06:50,31.1821227679023,121.471941758704,0,,,37.800766301488,0.328084,0,0.035650919776,0.041810040708,32,5,0,37.800766301488,0,0,0.035650919776,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0,77.18,37.800766301488,0,41,Motors_Started,
1000,2025-02-16 08:06:50,31.1821227760447,121.471941751738,0,,,37.800766301488,0.328084,0,0.038404528788,0.045491471272,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1100,2025-02-16 08:06:50,31.1821227645843,121.471941756677,0,,,37.800766301488,0.328084,0,0.0360810379,0.049947836244,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1200,2025-02-16 08:06:50,31.1821227708139,121.471941751907,0,,,37.800766301488,0.328084,0,0.037934056332,0.052665027932,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1300,2025-02-16 08:06:50,31.1821227678486,121.471941774102,0,,,37.800766301488,0.328084,0,0.0309296597824,0.05967683918,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.2, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1400,2025-02-16 08:06:50,31.1821227774736,121.471941777659,0,,,37.800766301488,0.328084,0,0.0307827437672,0.063359910164,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1500,2025-02-16 08:06:51,31.1821227415377,121.471941807617,0,,,37.800766301488,0.328084,0,0.0200753615348,0.079464241388,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1600,2025-02-16 08:06:51,31.182122731175,121.471941826473,0,,,37.800766301488,0.328084,0,0.0155996724152,0.086459648436,32,5,15.005,37.800766301488,0,0,0.038404528788,0,0,0,235.4, -1.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,41,Motors_Started,
1700,2025-02-16 08:06:51,31.1821227463943,121.471941696593,0,,,37.800766301488,0.328084,0,0.05448490988,0.127378613,32,5,15.005,37.800766301488,0,0,0.05448490988,0,0,0,235.4, -1.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,11,AutoTakeoff,
1800,2025-02-16 08:06:51,31.1821227476877,121.471941714099,0,,,37.800766301488,0.328084,0,0.049011156424,0.132863193228,32,5,15.005,37.800766301488,0,0,0.05448490988,0,0,0,235.4, -1.1, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,11,AutoTakeoff,
1900,2025-02-16 08:06:51,31.182122752239,121.471941688555,0,,,37.800766301488,0.328084,0,0.056977692112,0.141007550444,32,5,15.005,37.800766301488,0,0,0.056977692112,0,0,0,235.4, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.723,3.72,3.721,3.718,0,0,0.919,77.18,37.800766301488,0,11,AutoTakeoff,
2000,2025-02-16 08:06:51,31.1821227523035,121.471941703379,0,,,37.800766301488,0.328084,0,0.052351051544,0.14563484718,32,5,15.004,37.800766301488,0,0,0.056977692112,0,0,0,235.3, -1.2, -2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,37.800766301488,0,11,AutoTakeoff,
2100,2025-02-16 08:06:51,31.1821227558022,121.47194169354,0,,,37.800766301488,0.328084,0,0.055452429596,0.148960962772,32,5,15.004,37.800766301488,0,0,0.056977692112,0,0,0,235.4, -1.2, -2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,37.800766301488,0,11,AutoTakeoff,
2200,2025-02-16 08:06:51,31.182122749036,121.471941701521,0,,,37.800766301488,0.328084,0,0.052929463636,0.152468180732,32,5,15.004,37.800766301488,0,0,0.056977692112,0,0,-0.223694,235.3, -1.7, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,37.800766301488,0,11,AutoTakeoff,
2300,2025-02-16 08:06:51,31.1821227074424,121.471941773417,0,,,37.800766301488,0.328084,0,0.034286746504,0.179559060864,32,5,15.004,37.800766301488,0,0,0.056977692112,0,0,-0.447388,234.9, -1.5, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,37.800766301488,0,11,AutoTakeoff,
2400,2025-02-16 08:06:51,31.1821226279495,121.471941768867,0,,,37.800766301488,0.328084,0.223694,0.054914043752,0.208596791452,32,5,15.004,37.800766301488,0,0.223694,0.056977692112,-0.223694,0,-0.671082,235, 0, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,37.800766301488,0,11,AutoTakeoff,"SD卡为低速卡，可能影响功能正常使用，请更换SD卡 (Code: 10028). Remote ID 功能正常 (Code: 1B080003)"
2500,2025-02-16 08:06:51,31.1821223860819,121.471941778272,0.328084,,,38.128850301488,0.656168,0.223694,0.13605971564,0.296890757532,32,5,15.004,38.128850301488,0.328084,0.223694,0.13605971564,-0.223694,0,-0.894776,235.3, 0.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,38.128850301488,0.328084,11,AutoTakeoff,
2600,2025-02-16 08:06:52,31.1821222766117,121.471941774956,0.328084,,,38.128850301488,0.656168,0,0.175464572544,0.3368438428,32,5,15.004,38.128850301488,0.328084,0.223694,0.175464572544,0,0,-1.11847,235.2, 1.6, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,38.128850301488,0.328084,11,AutoTakeoff,
2700,2025-02-16 08:06:52,31.1821223666748,121.471941767515,0.656168,,,38.456934301488,0.984252,0,0.14370407284,0.36978675724,32,5,15.004,38.456934301488,0.656168,0.223694,0.175464572544,0,0,-1.11847,235.2, 1.2, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,38.456934301488,0.656168,11,AutoTakeoff,
2800,2025-02-16 08:06:52,31.1821222794137,121.471941798632,0.656168,,,38.456934301488,0.984252,0,0.173339244392,0.40307087904,32,5,15.004,38.456934301488,0.656168,0.223694,0.175464572544,0,0,-1.11847,235.1, 0.8, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,38.456934301488,0.656168,11,AutoTakeoff,
2900,2025-02-16 08:06:52,31.1821224179301,121.471942054016,0.984252,,,38.785018301488,1.312336,0.223694,0.134085634212,0.497457365,32,5,15.004,38.785018301488,0.984252,0.223694,0.175464572544,0,0.223694,-0.894776,235.1, 0.3, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.724,3.725,3.728,3.727,0,0,0.908,77.18,38.785018301488,0.984252,11,AutoTakeoff,
3000,2025-02-16 08:06:52,31.1821223744603,121.471942166416,0.984252,,,38.785018301488,1.312336,0.223694,0.165276580092,0.5359580224,32,5,14.852,38.785018301488,0.984252,0.223694,0.175464572544,0,0.223694,-0.894776,235.2, -0.2, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.9,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,38.785018301488,0.984252,11,AutoTakeoff,
3100,2025-02-16 08:06:52,31.1821224800802,121.471942439508,1.312336,,,39.113102301488,1.312336,0.223694,0.20300525584,0.62950789416,32,5,14.852,39.113102301488,1.312336,0.223694,0.20300525584,0,0.223694,-0.894776,235.1, -1.2, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.113102301488,1.312336,11,AutoTakeoff,
3200,2025-02-16 08:06:52,31.1821224721852,121.471942541213,1.312336,,,39.113102301488,1.64042,0.223694,0.23250984996,0.6613845356,32,5,14.852,39.113102301488,1.312336,0.223694,0.23250984996,0,0.223694,-0.894776,235.1, -1.8, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.113102301488,1.312336,11,AutoTakeoff,
3300,2025-02-16 08:06:52,31.1821226223125,121.47194265667,1.312336,,,39.113102301488,1.64042,0.223694,0.249628616912,0.72694884216,32,5,14.852,39.113102301488,1.312336,0.223694,0.249628616912,0,0.223694,-0.894776,235.2, -2, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.113102301488,1.312336,11,AutoTakeoff,"返航点已刷新，请留意返航点位置 (Code: 30800)"
3400,2025-02-16 08:06:52,31.1821226156195,121.471942777649,1.64042,,,39.441186301488,1.968504,0.223694,0.28721785696,0.76479005072,32,5,14.852,39.441186301488,1.64042,0.223694,0.28721785696,0,0.223694,-0.894776,235.2, -2.1, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.441186301488,1.64042,11,AutoTakeoff,
3500,2025-02-16 08:06:53,31.18212261893,121.47194286527,1.64042,,,39.441186301488,1.968504,0,0.314011821072,0.79216866052,32,5,14.852,39.441186301488,1.64042,0.223694,0.314011821072,0,0,-0.894776,235.2, -2.1, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.441186301488,1.64042,11,AutoTakeoff,
3600,2025-02-16 08:06:53,31.1821226300883,121.471942974582,1.968504,,,39.769270301488,1.968504,0,0.34723098224,0.82652889784,32,5,14.852,39.769270301488,1.968504,0.223694,0.34723098224,0,0,-0.894776,235.2, -2.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.769270301488,1.968504,11,AutoTakeoff,
3700,2025-02-16 08:06:53,31.1821227680617,121.47194304597,1.968504,,,39.769270301488,2.296588,0,0.36678478864,0.88158139304,32,5,14.852,39.769270301488,1.968504,0.223694,0.36678478864,0,0,-1.11847,235.2, -2.4, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,39.769270301488,1.968504,11,AutoTakeoff,
3800,2025-02-16 08:06:53,31.182122805218,121.47194311969,2.296588,,,40.097354301488,2.296588,0,0.39024935632,0.90828743064,32,5,14.852,40.097354301488,2.296588,0.223694,0.39024935632,0,0,-1.11847,235.2, -2.6, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,40.097354301488,2.296588,11,AutoTakeoff,
3900,2025-02-16 08:06:53,31.1821229744869,121.471943077475,2.296588,,,40.097354301488,2.624672,0,0.38533137716,0.97143703896,31,5,14.852,40.097354301488,2.296588,0.223694,0.39024935632,0,0,-1.11847,235.2, -2.6, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.693,3.694,3.692,3.688,0,0,4.225,77.18,40.097354301488,2.296588,11,AutoTakeoff,
4000,2025-02-16 08:06:53,31.1821230018397,121.471943120355,2.624672,,,40.425438301488,2.624672,0,0.40058728316,0.98812995288,31,5,14.863,40.425438301488,2.624672,0.223694,0.40058728316,0,0,-1.11847,235.2, -2.6, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,255.8,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,40.425438301488,2.624672,11,AutoTakeoff,
4100,2025-02-16 08:06:53,31.1821230907738,121.471943046445,2.624672,,,40.425438301488,2.952756,0,0.38731628536,1.02794294628,32,5,14.863,40.425438301488,2.624672,0.223694,0.40058728316,0,0,-0.894776,235.2, -2.5, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,40.425438301488,2.624672,11,AutoTakeoff,
4200,2025-02-16 08:06:53,31.1821231380917,121.471943078315,2.952756,,,40.753522301488,2.952756,0,0.40249017036,1.04787076844,32,5,14.863,40.753522301488,2.952756,0.223694,0.40249017036,0,0,-0.894776,235.2, -2.7, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,40.753522301488,2.952756,11,AutoTakeoff,
4300,2025-02-16 08:06:53,31.1821231874815,121.471943045229,2.952756,,,40.753522301488,3.28084,0,0.39967849048,1.06863848564,32,5,14.863,40.753522301488,2.952756,0.223694,0.40249017036,0,0,-1.11847,235.2, -2.9, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,40.753522301488,2.952756,11,AutoTakeoff,
4400,2025-02-16 08:06:53,31.1821232162062,121.471943076694,3.28084,,,41.081606301488,3.28084,0,0.41290683736,1.08300200316,32,5,14.863,41.081606301488,3.28084,0.223694,0.41290683736,0,0,-0.894776,235.2, -3, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.081606301488,3.28084,11,AutoTakeoff,
4500,2025-02-16 08:06:54,31.1821232676507,121.471943129219,3.28084,,,41.081606301488,3.608924,0,0.435695552,1.1079232638,32,5,14.863,41.081606301488,3.28084,0.223694,0.435695552,0,0,-0.894776,235.2, -3.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.081606301488,3.28084,11,AutoTakeoff,
4600,2025-02-16 08:06:54,31.1821232912672,121.471943138388,3.608924,,,41.409690301488,3.608924,0,0.44205381992,1.11700134808,32,5,14.863,41.409690301488,3.608924,0.223694,0.44205381992,0,0,-0.894776,235.2, -3, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.409690301488,3.608924,11,AutoTakeoff,
4700,2025-02-16 08:06:54,31.1821233666937,121.47194310511,3.608924,,,41.409690301488,3.608924,0,0.44600395128,1.14641735952,32,5,14.863,41.409690301488,3.608924,0.223694,0.44600395128,0,0,-0.671082,235.3, -3.3, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.409690301488,3.608924,6,P-GPS,
4800,2025-02-16 08:06:54,31.1821233903801,121.471943115147,3.608924,,,41.409690301488,3.937008,0,0.45310368904,1.1556102732,32,5,14.863,41.409690301488,3.608924,0.223694,0.45310368904,0,0,-0.223694,235.3, -3.4, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.409690301488,3.608924,6,P-GPS,
4900,2025-02-16 08:06:54,31.182123460879,121.471943111687,3.608924,,,41.409690301488,3.937008,0,0.46598098604,1.18135502468,32,5,14.863,41.409690301488,3.608924,0.223694,0.46598098604,0,0,0,235.4, -3.2, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.685,3.687,3.686,3.682,0,0,3.686,77.18,41.409690301488,3.608924,6,P-GPS,
5000,2025-02-16 08:06:54,31.1821234878856,121.47194311373,3.608924,,,41.409690301488,3.937008,0,0.47205710172,1.19122707224,32,5,14.754,41.409690301488,3.608924,0.223694,0.47205710172,0,0,0,235.5, -3, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,"SD卡为低速卡，可能影响功能正常使用，请更换SD卡 (Code: 10028)"
5100,2025-02-16 08:06:54,31.1821235834116,121.471943089826,3.608924,,,41.409690301488,3.937008,0,0.48690290272,1.226870118,32,5,14.754,41.409690301488,3.608924,0.223694,0.48690290272,0,0,0,235.5, -2.9, 2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5200,2025-02-16 08:06:54,31.1821236110568,121.471943087903,3.608924,,,41.409690301488,3.937008,0,0.4927985722,1.2369751052,32,5,14.754,41.409690301488,3.608924,0.223694,0.4927985722,0,0,0,235.6, -2.8, 2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5300,2025-02-16 08:06:54,31.1821235557782,121.471942999538,3.608924,,,41.409690301488,3.608924,0,0.4586942404,1.2711450538,32,5,14.754,41.409690301488,3.608924,0.223694,0.4927985722,0,0,0,235.7, -2.5, 2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5400,2025-02-16 08:06:54,31.1821235618358,121.471943005238,3.608924,,,41.409690301488,3.937008,0,0.46147639272,1.27397969956,32,5,14.754,41.409690301488,3.608924,0.223694,0.4927985722,0,0,0,235.7, -3.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5500,2025-02-16 08:06:55,31.1821236530977,121.471943005782,3.608924,,,41.409690301488,3.608924,0,0.48363518608,1.30727694472,32,5,14.754,41.409690301488,3.608924,0.223694,0.4927985722,0,0,0,235.7, -3.8, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5600,2025-02-16 08:06:55,31.1821236728199,121.471942999529,3.608924,,,41.409690301488,3.608924,0,0.48715224656,1.31473429404,32,5,14.754,41.409690301488,3.608924,0.223694,0.4927985722,0,0,0,235.7, -4.1, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5700,2025-02-16 08:06:55,31.1821237601853,121.47194296175,3.608924,,,41.409690301488,3.608924,0,0.50161418928,1.3487205156,32,5,14.754,41.409690301488,3.608924,0.223694,0.50161418928,0,0,0,235.7, -3.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5800,2025-02-16 08:06:55,31.1821237780452,121.471942922694,3.608924,,,41.409690301488,3.608924,0,0.49830710256,1.36254269452,32,5,14.754,41.409690301488,3.608924,0.223694,0.50161418928,0,0,0,235.7, -3.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
5900,2025-02-16 08:06:55,31.1821237421469,121.47194297686,3.608924,,,41.409690301488,3.608924,0,0.50004594776,1.38393049048,32,5,14.754,41.409690301488,3.608924,0.223694,0.50161418928,0,0,0,235.6, -3.8, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.684,3.685,3.686,3.68,0,0,6.063,77.18,41.409690301488,3.608924,6,P-GPS,
6000,2025-02-16 08:06:55,31.1821237317735,121.471942971467,3.608924,,,41.409690301488,3.608924,0,0.49614830984,1.38807091056,32,5,14.735,41.409690301488,3.608924,0.223694,0.50161418928,0,0,0,235.7, -3.9, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6100,2025-02-16 08:06:55,31.1821238321787,121.471942962415,3.608924,,,41.409690301488,3.608924,0,0.52134844188,1.42481303772,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.8, -3.8, 2,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6200,2025-02-16 08:06:55,31.1821238290381,121.471942920588,3.608924,,,41.409690301488,3.608924,0,0.51203085628,1.43791999352,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.4, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6300,2025-02-16 08:06:55,31.182123817925,121.471942947108,3.608924,,,41.409690301488,3.608924,0,0.5142880742,1.44713587308,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.4, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6400,2025-02-16 08:06:55,31.1821238092955,121.471942921396,3.608924,,,41.409690301488,3.608924,0,0.50667980624,1.4557579206,32,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.6, -3.5, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
6500,2025-02-16 08:06:56,31.1821238202721,121.471942856463,3.608924,,,41.409690301488,3.608924,0,0.49694555396,1.47641737008,31,5,14.735,41.409690301488,3.608924,0.223694,0.52134844188,0,0,0,235.7, -3.6, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,255.7,0,0,47,3.687,3.688,3.686,3.681,0,0,6.16,77.36,41.409690301488,3.608924,6,P-GPS,
