time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
143300,2025-02-16 08:09:12,31.1818830356256,121.471677240164,43.963256,,,81.764022301488,49.2126,7.1805774,120.300528784,629.53414088,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0.447388,0,3.1, -1.2, -8.6,0,1,1295,1024,1024,809,41,0,0,-33,22,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143400,2025-02-16 08:09:12,31.1818861019867,121.471677781067,43.963256,,,81.764022301488,49.2126,7.1805774,119.373035316,630.66603068,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0.447388,0,2.7, -1.3, -8.5,0,1,1296,1024,1024,810,41,0,0,-32,21.6,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143500,2025-02-16 08:09:13,31.1818890525198,121.471678301361,43.963256,,,81.764022301488,49.2126,7.4042714,118.483927676,631.75526956,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0.447388,0,2.2, -0.9, -8.5,0,1,1296,1024,1024,810,41,0,0,-32,21.2,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143600,2025-02-16 08:09:13,31.181892256986,121.471678811689,43.963256,,,81.764022301488,49.2126,7.4042714,117.534124496,632.93309112,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0.447388,0,1.8, -0.7, -9,0,1,1295,1024,1024,811,41,0,0,-32,20.8,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143700,2025-02-16 08:09:13,31.1818952922956,121.471679294225,43.963256,,,81.764022301488,49.2126,7.381902,116.638455176,634.05185756,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0.223694,0,1.4, -0.7, -8.9,0,1,1295,1024,1024,811,41,0,0,-32,20.4,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143800,2025-02-16 08:09:13,31.1818981628003,121.471679646741,43.963256,,,81.764022301488,49.2126,7.381902,115.817589008,635.1050072,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0.223694,0,1, -0.8, -8.5,0,1,1295,1024,1024,811,41,0,0,-32,20,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
143900,2025-02-16 08:09:13,31.1819013650647,121.471680116131,43.963256,,,81.764022301488,49.2126,7.381902,114.889767456,636.28282876,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0.223694,0,0.7, -0.8, -8.5,0,1,1296,1024,1024,811,41,0,0,-32,19.6,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
144000,2025-02-16 08:09:13,31.1819043855449,121.47168049818,43.963256,,,81.764022301488,49.2126,7.158208,114.032483964,637.39175268,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,0.3, -0.9, -8.3,0,1,1296,1024,1024,811,41,0,0,-32,19.2,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
144100,2025-02-16 08:09:13,31.1819072520072,121.471680870725,43.963256,,,81.764022301488,49.2126,7.381902,113.220476064,638.44490232,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0,0,0, -0.9, -8.7,0,1,1296,1024,1024,811,41,0,0,-32,18.8,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
144200,2025-02-16 08:09:13,31.1819103997032,121.471681167715,43.963256,,,81.764022301488,49.2126,7.158208,112.35892748,639.59647716,32,5,14.225,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,359.5, -0.9, -8.5,0,1,1295,1024,1024,812,41,0,0,-32,18.4,-6,0,40,3.562,3.559,3.552,3.552,0,0,6.867,83.84,81.764022301488,43.963256,6,P-GPS,
144300,2025-02-16 08:09:13,31.1819133945682,121.471681469687,43.963256,,,81.764022301488,49.2126,7.158208,111.539373648,640.69227772,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,359.1, -0.8, -8.6,0,1,1295,1024,1024,812,41,0,0,-32,18,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144400,2025-02-16 08:09:13,31.1819162495556,121.471681694784,43.963256,,,81.764022301488,49.2126,7.158208,110.777234516,641.73558484,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,358.7, -0.8, -8.6,0,1,1295,1024,1024,812,41,0,0,-32,17.6,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144500,2025-02-16 08:09:14,31.1819194164502,121.471681913897,43.963256,,,81.764022301488,49.2126,7.158208,109.94422924,642.89372136,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,358.4, -1, -8.6,0,1,1295,1024,1024,811,41,0,0,-32,17.2,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144600,2025-02-16 08:09:14,31.1819224462025,121.471682115923,43.963256,,,81.764022301488,49.2126,7.158208,109.154531052,644.00264528,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,0,0,358, -1.1, -8.3,0,1,1296,1024,1024,811,41,0,0,-32,16.8,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144700,2025-02-16 08:09:14,31.1819254814943,121.471682283253,43.963256,,,81.764022301488,49.2126,7.381902,108.377300056,645.10828836,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0,0,357.6, -0.8, -8.6,0,1,1295,1024,1024,812,41,0,0,-32,16.4,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144800,2025-02-16 08:09:14,31.181928477632,121.471682405161,43.963256,,,81.764022301488,49.2126,7.381902,107.625659612,646.20408892,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,0,0,357.2, -0.6, -8.5,0,1,1295,1024,1024,812,41,0,0,-32,16,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
144900,2025-02-16 08:09:14,31.1819313032367,121.471682500978,43.963256,,,81.764022301488,49.2126,7.381902,106.926840692,647.23427268,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,-0.223694,0,356.8, -0.6, -8.8,0,1,1295,1024,1024,812,41,0,0,-32,15.7,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
145000,2025-02-16 08:09:14,31.1819342710237,121.471682559837,43.963256,,,81.764022301488,49.2126,7.158208,106.208664816,648.31694988,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.223694,0,356.3, -0.8, -8.9,0,1,1295,1024,1024,812,41,0,0,-32,15.3,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
145100,2025-02-16 08:09:14,31.1819373759358,121.471682655233,43.963256,,,81.764022301488,49.2126,7.158208,105.45604012,649.45212052,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.223694,0,355.9, -1, -8.5,0,1,1296,1024,1024,812,41,0,0,-32,14.9,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
145200,2025-02-16 08:09:14,31.1819403379081,121.471682692402,43.963256,,,81.764022301488,49.2126,7.1805774,104.7572212,650.53151688,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.447388,0,355.4, -1, -8.3,0,1,1296,1024,1024,812,41,0,0,-32,14.5,-6,0,40,3.561,3.56,3.556,3.552,0,0,6.841,83.84,81.764022301488,43.963256,6,P-GPS,
145300,2025-02-16 08:09:14,31.1819432971109,121.471682706501,43.963256,,,81.764022301488,49.2126,7.1805774,104.071197556,651.61091324,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.447388,0,355.1, -1.2, -8.4,0,1,1297,1024,1024,812,41,0,0,-32,14.1,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145400,2025-02-16 08:09:14,31.1819462504472,121.471682651047,43.963256,,,81.764022301488,49.2126,7.1805774,103.410108296,652.6903096,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.447388,0,354.8, -1.9, -7.9,0,1,1297,1024,1024,813,41,0,0,-32,13.7,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145500,2025-02-16 08:09:15,31.1819492176664,121.471682591231,43.963256,,,81.764022301488,49.2126,7.1805774,102.75426838,653.7729868,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.447388,0,354.4, -1.9, -7.9,0,1,1296,1024,1024,812,41,0,0,-32,13.3,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145600,2025-02-16 08:09:15,31.1819521714156,121.471682505463,43.963256,,,81.764022301488,49.2126,7.1805774,102.114832664,654.84910232,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.671082,0,354, -1.6, -7.9,0,1,1296,1024,1024,813,41,0,0,-32,12.9,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145700,2025-02-16 08:09:15,31.1819549631128,121.471682403128,43.963256,,,81.764022301488,49.2126,7.1805774,101.522969128,655.86944356,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.671082,0,353.5, -1.2, -7.7,0,1,1297,1024,1024,812,41,0,0,-32,12.5,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145800,2025-02-16 08:09:15,31.1819580179637,121.471682217953,43.963256,,,81.764022301488,49.2126,7.1805774,100.901249948,656.98492916,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-0.671082,0,353, -1.1, -7.8,0,1,1297,1024,1024,812,41,0,0,-32,12.1,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
145900,2025-02-16 08:09:15,31.1819608883472,121.471682024075,43.963256,,,81.764022301488,49.2126,6.9568834,100.32972762,658.03479796,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-0.671082,0,352.7, -1.8, -8,0,1,1297,1024,1024,812,41,0,0,-32,11.7,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
146000,2025-02-16 08:09:15,31.1819637392224,121.471681759704,43.963256,,,81.764022301488,49.2126,7.0016222,99.78838902,659.07810508,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-0.894776,0,352.4, -2.9, -7.9,0,1,1296,1024,1024,812,41,0,0,-32,11.3,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
146100,2025-02-16 08:09:15,31.1819665797929,121.471681473063,43.963256,,,81.764022301488,49.2126,7.0016222,99.262470368,660.11813136,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-0.894776,0,351.9, -3.8, -7.2,0,1,1297,1024,1024,812,41,0,0,-32,10.9,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
146200,2025-02-16 08:09:15,31.1819694115553,121.471681154107,43.963256,,,81.764022301488,49.2126,7.0239916,98.755252504,661.1548768,32,5,14.224,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-1.11847,0,351.4, -4.2, -6.3,0,1,1297,1024,1024,812,41,0,0,-32,10.5,-6,0,40,3.561,3.56,3.555,3.552,0,0,6.818,84.02,81.764022301488,43.963256,6,P-GPS,
146300,2025-02-16 08:09:15,31.1819722542588,121.47168079175,43.963256,,,81.764022301488,49.2126,7.0239916,98.265095008,662.19818392,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-1.11847,0,350.8, -4.1, -5.8,0,1,1297,1024,1024,812,41,0,0,-32,10.1,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146400,2025-02-16 08:09:15,31.181975129579,121.471680398099,43.963256,,,81.764022301488,49.2126,7.0239916,97.7854362,663.2546144,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-1.11847,0,350.3, -4, -5.4,0,1,1297,1024,1024,812,41,0,0,-32,9.8,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146500,2025-02-16 08:09:16,31.1819778837561,121.471680040744,43.963256,,,81.764022301488,49.2126,7.2476856,97.329071356,664.26511312,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.11847,0,349.8, -3.8, -5.1,0,1,1297,1024,1024,812,41,0,0,-32,9.4,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146600,2025-02-16 08:09:16,31.181980924861,121.471679550547,43.963256,,,81.764022301488,49.2126,7.2476856,96.86023932,665.3871604,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.11847,0,349.3, -3.6, -4.9,0,1,1297,1024,1024,813,41,0,0,-32,9,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146700,2025-02-16 08:09:16,31.181983803037,121.471679150493,43.963256,,,81.764022301488,49.2126,7.2476856,96.409779988,666.44359088,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.11847,0,348.9, -3.4, -4.9,0,1,1297,1024,1024,813,41,0,0,-32,8.6,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146800,2025-02-16 08:09:16,31.1819866937881,121.471678683807,43.963256,,,81.764022301488,49.2126,7.2924244,95.983926956,667.50986388,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,348.6, -3.4, -4.7,0,1,1297,1024,1024,812,41,0,0,-32,8.2,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
146900,2025-02-16 08:09:16,31.1819895975446,121.471678194771,43.963256,,,81.764022301488,49.2126,7.2924244,95.571853452,668.57941772,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,348.3, -3.4, -4.8,0,1,1297,1024,1024,812,41,0,0,-32,7.8,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
147000,2025-02-16 08:09:16,31.1819925289635,121.47167771732,43.963256,,,81.764022301488,49.2126,7.2924244,95.161748452,669.65881408,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,348, -3.2, -5.6,0,1,1297,1024,1024,815,41,0,0,-32,7.4,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
147100,2025-02-16 08:09:16,31.1819954753491,121.47167728279,43.963256,,,81.764022301488,49.2126,7.2924244,94.747706444,670.74149128,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.381902,-1.342164,0,347.6, -2.6, -6.1,0,1,1297,1024,1024,815,41,0,0,-32,7,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
147200,2025-02-16 08:09:16,31.1819982792942,121.471676838575,43.963256,,,81.764022301488,49.2126,7.2924244,94.372050264,671.77495588,32,5,14.216,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,347.2, -2.1, -6.2,0,1,1297,1024,1024,822,41,0,0,-31,6.6,-6,0,39,3.558,3.558,3.553,3.55,0,0,6.949,84.02,81.764022301488,43.963256,6,P-GPS,
147300,2025-02-16 08:09:16,31.1820013535063,121.471676386815,43.963256,,,81.764022301488,49.2126,7.2924244,93.961945264,672.90356484,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,346.9, -2.3, -6.4,0,1,1296,1024,1024,825,41,0,0,-30,6.2,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147400,2025-02-16 08:09:16,31.1820042412899,121.471675928493,43.963256,,,81.764022301488,49.2126,7.2924244,93.596787772,673.96983784,31,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,346.7, -2.6, -6.3,0,1,1296,1024,1024,825,41,0,0,-30,5.9,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147500,2025-02-16 08:09:17,31.1820071150445,121.471675434735,43.963256,,,81.764022301488,49.2126,7.2924244,93.254268076,675.02954916,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,346.3, -2.8, -6.4,0,1,1298,1024,1024,829,42,0,0,-30,5.5,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147600,2025-02-16 08:09:17,31.1820099979423,121.471674902078,43.963256,,,81.764022301488,49.2126,7.2924244,92.932417672,676.09254132,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.342164,0,346, -2.6, -6.4,0,1,1297,1024,1024,833,41,0,0,-29,5.2,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147700,2025-02-16 08:09:17,31.1820127272177,121.471674405739,43.963256,,,81.764022301488,49.2126,7.3371632,92.635501652,677.0997592,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.565858,0,345.6, -2.6, -6.4,0,1,1297,1024,1024,835,41,0,0,-29,4.9,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147800,2025-02-16 08:09:17,31.1820157680471,121.471673770634,43.963256,,,81.764022301488,49.2126,7.3371632,92.339569884,678.22836816,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.565858,0,345.4, -2.6, -6.2,0,1,1296,1024,1024,838,41,0,0,-28,4.5,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
147900,2025-02-16 08:09:17,31.1820186603892,121.471673162943,43.963256,,,81.764022301488,49.2126,7.3371632,92.071197172,679.30120284,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.565858,0,344.9, -2.3, -6.2,0,1,1297,1024,1024,839,41,0,0,-28,4.2,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148000,2025-02-16 08:09:17,31.1820214005882,121.471672538383,43.963256,,,81.764022301488,49.2126,7.3371632,91.841866456,680.31826324,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.565858,0,344.6, -2.1, -6.1,0,1,1297,1024,1024,839,41,0,0,-28,3.9,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148100,2025-02-16 08:09:17,31.1820244076309,121.471671836367,43.963256,,,81.764022301488,49.2126,7.381902,91.607286396,681.43702968,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.789552,0,344.2, -2.2, -6.2,0,1,1297,1024,1024,839,41,0,0,-28,3.6,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148200,2025-02-16 08:09:17,31.1820272629175,121.47167111078,43.963256,,,81.764022301488,49.2126,7.381902,91.413716836,682.50330268,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.789552,0,344, -2, -5.9,0,1,1297,1024,1024,841,41,0,0,-28,3.3,-6,0,39,3.561,3.561,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148300,2025-02-16 08:09:17,31.1820300703198,121.471670424612,43.963256,,,81.764022301488,49.2126,7.381902,91.22703704,683.54989064,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.789552,0,343.8, -2.4, -5.6,0,1,1296,1024,1024,846,41,0,0,-27,3,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148400,2025-02-16 08:09:17,31.182032887476,121.471669691702,43.963256,,,81.764022301488,49.2126,7.381902,91.06463546,684.60304028,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.789552,0,343.6, -2.6, -5.8,0,1,1295,1024,1024,849,41,0,0,-27,2.7,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148500,2025-02-16 08:09:18,31.1820356658483,121.471669004673,43.963256,,,81.764022301488,49.2126,7.381902,90.90551472,685.63978572,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-1.789552,0,343.3, -2.7, -5.9,0,1,1295,1024,1024,849,41,0,0,-27,2.5,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148600,2025-02-16 08:09:18,31.1820384323159,121.471668241349,43.963256,,,81.764022301488,49.2126,7.381902,90.781498968,686.67653116,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-2.013246,0,342.9, -2.1, -5.8,0,1,1296,1024,1024,852,41,0,0,-26,2.2,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148700,2025-02-16 08:09:18,31.1820410442063,121.471667471462,43.963256,,,81.764022301488,49.2126,7.4266408,90.689963532,687.65750232,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,7.158208,-2.013246,0,342.6, -2.1, -6,0,1,1296,1024,1024,853,41,0,0,-26,1.9,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148800,2025-02-16 08:09:18,31.182043973818,121.4716665858,43.963256,,,81.764022301488,49.2126,7.2253162,90.606630196,688.7631454,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.013246,0,342.4, -2.3, -5.9,0,1,1296,1024,1024,856,41,0,0,-25,1.7,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
148900,2025-02-16 08:09:18,31.1820467565939,121.471665765169,43.963256,,,81.764022301488,49.2126,7.2253162,90.533467464,689.80973336,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.013246,0,342.1, -2.5, -5.8,0,1,1296,1024,1024,860,41,0,0,-25,1.4,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
149000,2025-02-16 08:09:18,31.1820495252546,121.471664895014,43.963256,,,81.764022301488,49.2126,7.2253162,90.488519956,690.85632132,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.013246,0,341.9, -2.6, -5.6,0,1,1296,1024,1024,861,41,0,0,-25,1.2,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
149100,2025-02-16 08:09:18,31.1820522655132,121.471664018137,43.963256,,,81.764022301488,49.2126,7.2253162,90.4609609,691.89306676,32,5,14.227,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.013246,0,341.5, -2.7, -5.5,0,1,1296,1024,1024,861,41,0,0,-25,1,-6,0,39,3.561,3.558,3.557,3.551,0,0,6.496,84.02,81.764022301488,43.963256,6,P-GPS,
149200,2025-02-16 08:09:18,31.1820550302344,121.471663137437,43.963256,,,81.764022301488,49.2126,7.2924244,90.443572448,692.93637388,32,5,14.22,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.23694,0,341.4, -3, -5.1,0,1,1296,1024,1024,861,41,0,0,-25,0.7,-6,0,39,3.557,3.557,3.554,3.549,0,0,6.661,84.2,81.764022301488,43.963256,6,P-GPS,
149300,2025-02-16 08:09:18,31.1820577766605,121.471662361867,43.963256,,,81.764022301488,49.2126,7.2924244,90.408795544,693.96983848,32,5,14.22,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.23694,0,341.2, -3.3, -5,0,1,1297,1024,1024,860,41,0,0,-25,0.5,-6,0,39,3.557,3.557,3.554,3.549,0,0,6.661,84.2,81.764022301488,43.963256,6,P-GPS,
149400,2025-02-16 08:09:18,31.1820603903485,121.471661540496,43.963256,,,81.764022301488,49.2126,7.2924244,90.411420216,694.95737132,32,5,14.22,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.23694,0,341, -3.4, -5.4,0,1,1297,1024,1024,866,41,0,0,-24,0.3,-6,0,39,3.557,3.557,3.554,3.549,0,0,6.661,84.2,81.764022301488,43.963256,6,P-GPS,
149500,2025-02-16 08:09:19,31.1820632561457,121.471660658035,43.963256,,,81.764022301488,49.2126,7.2924244,90.421262736,696.03676768,32,5,14.22,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.23694,0,340.8, -3.3, -5.7,0,1,1296,1024,1024,867,41,0,0,-24,0.1,-6,0,39,3.557,3.557,3.554,3.549,0,0,6.661,84.2,81.764022301488,43.963256,6,P-GPS,
149600,2025-02-16 08:09:19,31.1820660121021,121.471659766151,43.963256,,,81.764022301488,49.2126,7.2924244,90.456367724,697.0800748,32,5,14.22,81.764022301488,43.963256,7.7621818,276.518381552,6.934514,-2.23694,0,340.6, -3.3, -5.9,0,1,1296,1024,1024,872,41,0,0,-23,0,-6,0,39,3.557,3.557,3.554,3.549,0,0,6.661,84.2,81.764022301488,43.963256,6,P-GPS,
